Date,Aluminium Price,Copper Price,BADI -2,MJP,USD Index,AL Prod (Global),AL Cons (Global),Aluminium stocks,Alumina Index,Oil Prices
2014-03-01,1705.3666666666666,6650.035714285715,1472.409090909091,225.0,79.87152380952382,4569.426825,4356.412831448422,14059.810789588391,318.83733333333333,108.0
2014-04-01,1810.675,6673.5625,1139.85,367.5,79.85086363636363,4423.863189,4572.038125709626,13911.635852878764,322.8323333333333,108.0
2014-05-01,1751.05,6891.125,1484.142857142857,367.5,79.96390909090911,4565.800964,4773.589529311846,13703.847287566918,316.87933333333336,109.0
2014-06-01,1838.952380952381,6821.142857142857,1045.35,367.5,80.4402380952381,4418.668281,4738.630693696621,13383.884874870297,310.1876666666667,112.0
2014-07-01,1948.304347826087,7113.380434782609,991.45,404.0,80.53539130434783,4577.349478,4789.981272832152,13171.253080038145,310.5183333333333,108.0
2014-08-01,2030.4925,7001.8375,911.5714285714286,404.0,81.85623809523807,4594.691677,4671.432452685371,13094.512304352773,318.2273333333333,103.0
2014-09-01,1990.4318181818185,6872.215909090909,795.5652173913044,404.0,84.36568181818181,4483.967863,4519.760153024354,13058.720014328415,337.2908333333333,99.0
2014-10-01,1946.1891304347823,6737.478260869565,937.1,420.0,85.68065217391305,4658.6146,4786.049126452768,12931.285487875646,353.4833333333333,88.0
2014-11-01,2055.555,6712.85,1122.7272727272727,420.0,87.72215,4580.094509,4473.954751962891,13037.425244912756,354.3258333333333,80.0
2014-12-01,1909.459523809524,6446.452380952381,1100.9565217391305,420.0,89.15668181818181,4752.943325,4520.087138246938,13270.28143166582,354.3383333333333,63.0
2015-01-01,1814.719047619048,5830.535714285715,1332.15,423.75,92.93628571428572,4806.069193,4587.615137099792,13488.735487566026,351.0136666666667,50.0
2015-02-01,1817.82,5729.275,909.6111111111112,423.75,94.4546,4358.851633,4031.5626095652497,13816.024511000776,337.8098333333333,59.0
2015-03-01,1773.8636363636365,5939.670454545455,725.1904761904761,423.75,97.89731818181816,4831.2904,4537.975189359541,14109.339721641234,337.3858333333333,57.0
2015-04-01,1819.1875,6042.0875,539.4,380.0,97.51936363636364,4695.060247,4692.131450633554,14112.26851800768,341.70216666666664,61.0
2015-05-01,1804.0394736842104,6294.776315789473,575.9545454545455,380.0,95.23714285714289,4836.357865,4943.911233770821,14004.715149236858,341.2993333333333,66.0
2015-06-01,1687.7272727272727,5833.011363636364,591.35,380.0,95.1685909090909,4689.444423,4894.511185690089,13799.648386546767,328.38783333333333,64.0
2015-07-01,1639.5,5456.75,597.0,100.0,96.92526086956522,4856.526208,4950.501943887907,13705.672650658864,311.1423333333333,57.0
2015-08-01,1548.125,5127.3,699.0454545454545,100.0,96.38809523809525,4865.749706,4805.017005053916,13766.405351604946,292.528,48.0
2015-09-01,1589.6022727272727,5217.25,975.3478260869564,100.0,95.8145909090909,4690.242221,4679.763880140653,13776.883692464293,272.69416666666666,49.0
2015-10-01,1516.4886363636365,5216.090909090909,1065.55,90.0,95.71836363636363,4861.897137,4902.448972956163,13736.33185650813,257.892,49.0
2015-11-01,1467.892857142857,4799.9047619047615,888.6818181818181,90.0,99.06957142857142,4715.02257,4699.26951730815,13752.08490919998,237.3975,46.0
2015-12-01,1497.202380952381,4638.833333333333,793.0,90.0,98.32936363636368,4852.709852,4741.625096028285,13863.169665171692,205.92466666666667,39.0
2016-01-01,1481.1,4471.7875,582.2380952380952,110.0,99.0148,4792.229582,4769.516050297744,13885.883196873949,199.97833333333327,32.0
2016-02-01,1531.2619047619048,4598.619047619048,519.1666666666666,110.0,97.04076190476188,4498.15671,4291.095851315989,14092.944055557957,215.33216666666667,34.0
2016-03-01,1531.0119047619048,4953.797619047619,386.3,110.0,96.26527272727274,4825.557753,4873.185305803199,14045.316502754758,244.60316666666665,40.0
2016-04-01,1571.2261904761904,4872.738095238095,306.9047619047619,116.0,94.40361904761905,4708.241581,5030.452394516343,13723.10568923842,253.91766666666663,43.0
2016-05-01,1550.625,4694.5375,383.3333333333333,116.0,94.5679090909091,4925.383689,5224.22545783365,13424.263920404766,258.9063333333333,48.0
2016-06-01,1593.5068181818183,4641.965909090909,607.4761904761905,116.0,94.66313636363635,4812.714573,5265.307486014536,12971.671007390232,244.8223333333333,50.0
2016-07-01,1629.047619047619,4864.9047619047615,619.9,91.5,96.52809523809522,5008.485779,5166.120406577728,12814.036379812504,239.92033333333333,47.0
2016-08-01,1639.284090909091,4751.670454545455,607.8636363636364,91.5,95.38039130434784,5046.39293,5050.976491738127,12809.452818074378,234.11366666666663,47.0
2016-09-01,1592.3636363636365,4721.477272727273,707.4285714285714,91.5,95.47909090909091,4928.735149,5035.25482390166,12702.93314317272,234.854,47.0
2016-10-01,1665.904761904762,4731.261904761905,672.9090909090909,75.0,97.7144761904762,5154.494997,5135.542488237484,12721.885651935238,267.682,51.0
2016-11-01,1737.1136363636365,5450.931818181818,827.7727272727273,75.0,99.76818181818182,5039.423724,5022.12916830933,12739.180207625908,308.095,47.0
2016-12-01,1727.7375,5660.35,868.4761904761905,75.0,102.04136363636364,5245.821543,4990.267394511049,12994.73435611486,342.54366666666664,55.0
2017-01-01,1791.2380952380952,5754.559523809524,1071.8181818181818,95.0,101.20236363636364,5324.898829,5140.978132388072,13178.65505272679,342.42333333333335,55.0
2017-02-01,1860.75,5940.9125,1049.529411764706,95.0,100.6953,4875.982139,4569.7312150545695,13484.90597667222,341.6483333333333,56.0
2017-03-01,1901.467391304348,5824.630434782609,907.1428571428572,95.0,100.75969565217392,5445.784515,5257.393337976917,13673.297153695305,335.218,53.0
2017-04-01,1921.2222222222224,5683.902777777777,759.45,128.0,100.0725,5265.836317,5315.6152441808,13623.5182265145,308.03799999999995,54.0
2017-05-01,1913.0238095238096,5599.559523809524,1141.391304347826,128.0,98.2386086956522,5472.578302,5658.478304377933,13437.618224136568,275.3776666666667,51.0
2017-06-01,1885.286363636364,5719.761363636364,1221.8333333333333,128.0,96.94304545454544,5320.823452,5520.478268550071,13237.963407586496,303.4203333333333,48.0
2017-07-01,1902.9642857142856,5985.119047619048,973.1428571428572,118.5,94.91585714285716,5532.396125,5437.14787697074,13333.211655615756,307.21033333333327,49.0
2017-08-01,2030.011363636364,6485.625,860.2272727272727,118.5,93.17521739130436,5377.433011,5287.241620299063,13423.403046316696,315.93666666666667,52.0
2017-09-01,2096.4880952380954,6577.166666666667,906.047619047619,118.5,92.3402380952381,5140.00872,5210.098312981233,13353.31345333546,388.4966666666666,56.0
2017-10-01,2131.4886363636365,6807.602272727273,1141.7727272727273,94.5,93.70822727272729,5336.715349,5468.089751004692,13221.939051330766,467.0683333333333,58.0
2017-11-01,2097.440909090909,6826.545454545455,1363.5238095238096,94.5,93.9625,5144.19891,5257.13358831204,13109.004373018724,461.5813333333333,63.0
2017-12-01,2080.4736842105262,6833.894736842105,1484.2272727272727,94.5,93.38114285714286,5338.87754,5241.105346637697,13206.776566381028,407.2866666666667,64.0
2018-01-01,2209.7272727272725,7065.852272727273,1453.8636363636365,103.0,90.75672727272728,5388.445022,5329.550458238256,13265.671130142771,387.6933333333334,69.0
2018-02-01,2181.7875,7006.525,1618.6875,103.0,89.69560000000001,4888.14506,4744.38806844682,13409.42812169595,367.1433333333334,66.0
2018-03-01,2069.2380952380954,6799.178571428572,1242.0,103.0,89.87727272727271,5429.71405,5390.014216350687,13449.127955345262,392.59,67.0
2018-04-01,2254.6875,6851.5125,1124.6,129.0,90.2930476190476,5259.332249,5563.706012102064,13144.754192243196,573.9833333333333,72.0
2018-05-01,2299.6666666666665,6825.273809523809,1154.2380952380952,129.0,93.33630434782611,5432.099697,5868.852173958444,12708.001715284754,545.2733333333334,77.0
2018-06-01,2237.619047619048,6965.857142857143,1128.9,129.0,94.37119047619046,5275.863929,5755.583190380327,12228.282453904429,451.21333333333337,76.0
2018-07-01,2082.2386363636365,6250.75,1293.095238095238,132.0,94.60959090909093,5454.586622,5676.323268734456,12006.545807169969,483.6966666666667,75.0
2018-08-01,2051.5113636363635,6051.045454545455,1351.6190476190477,132.0,95.48047826086952,5462.052169,5474.577164693915,11994.020811476052,555.08,74.0
2018-09-01,2026.4625,6050.7625,1649.7727272727273,132.0,94.7567,5281.299855,5397.913669479068,11877.406996996986,567.6766666666666,79.0
2018-10-01,2029.858695652174,6219.586956521739,1710.409090909091,103.0,95.85108695652173,5431.18805,5551.227719128096,11757.367327868891,500.3366666666666,81.0
2018-11-01,1938.511363636364,6195.920454545455,1447.35,103.0,96.76040909090906,5254.348955,5279.916140804171,11731.800142064722,418.4066666666667,66.0
2018-12-01,1920.3815789473683,6075.315789473684,1544.695652173913,103.0,96.8685714285714,5393.479834,5181.374488682958,11943.905487381762,411.33,58.0
2019-01-01,1853.715909090909,5939.102272727273,1192.0,85.0,95.96626086956522,5375.793695,5276.872283506795,12042.826898874968,382.525,60.0
2019-02-01,1862.9875,6300.4875,1335.125,84.0,96.4763,4848.172263,4637.134476597572,12253.864685277398,378.5361666666667,64.0
2019-03-01,1871.2142857142856,6439.464285714285,1063.3181818181818,84.0,96.77985714285714,5368.988689,5476.691677567155,12146.161696710242,398.7728571428572,67.0
2019-04-01,1845.425,6438.3625,628.75,105.0,97.36477272727274,5223.151118,5585.886583658931,11783.426231051308,383.9653030303031,72.0
2019-05-01,1781.2619047619048,6017.9047619047615,680.4285714285714,105.0,97.73378260869563,5384.517817,5909.662662313326,11258.28138573798,358.8288405797102,70.0
2019-06-01,1755.95,5882.225,773.25,105.0,96.799,5220.607145,5620.79942640202,10858.089104335962,341.01116666666667,63.0
2019-07-01,1796.9891304347825,5941.195652173913,1035.6666666666667,108.0,97.34147826086958,5382.903355,5559.700122577442,10681.29233675852,306.800579710145,64.0
2019-08-01,1740.678571428571,5709.440476190476,1174.4,108.0,98.0030909090909,5382.877821,5409.52731076287,10654.642846995652,298.55257575757577,60.0
2019-09-01,1753.5119047619048,5759.25,1869.7391304347825,108.0,98.60957142857144,5157.196212,5273.762042725841,10538.07701626981,294.4060317460317,62.0
2019-10-01,1725.9565217391305,5757.297826086957,1981.857142857143,97.0,98.17091304347828,5329.506806,5478.824817220755,10388.759005049056,281.74347826086955,60.0
2019-11-01,1774.7857142857142,5859.952380952381,2254.714285714286,97.0,98.0787619047619,5173.830997,5208.888302123456,10353.7016999256,279.5480158730159,63.0
2019-12-01,1771.38,6077.0625,1825.869565217392,97.0,97.37786363636364,5388.472971,5141.572399964203,10600.602270961395,279.04183333333333,65.0
2020-01-01,1773.090909090909,6031.209090909091,1419.2857142857142,83.0,97.39952173913044,5397.229346,5089.497657961887,10908.33395899951,276.9821818181818,64.0
2020-02-01,1688.095,5687.75,1380.7058823529412,83.0,98.86365,5062.91833,4007.001369783045,11964.250919216463,288.6421666666667,55.0
2020-03-01,1610.890909090909,5182.631818181818,701.0909090909091,83.0,98.84322727272728,5404.033562,4825.856604773338,12542.427876443127,289.1729545454545,34.0
2020-04-01,1459.9344999999998,5057.972,460.6,82.0,99.8895909090909,5196.403247,5146.800834170481,12592.030289272649,230.697,27.0
2020-05-01,1466.3715789473686,5239.826315789474,601.0909090909091,82.0,99.58180952380953,5368.854345,5304.714496603928,12656.17013766872,243.08496031746031,32.0
2020-06-01,1568.5704545454546,5754.595454545455,663.9,79.0,97.08336363636364,5239.64321,5259.830253867427,12635.983093801296,255.12780303030303,41.0
2020-07-01,1643.8121739130436,6372.460869565218,489.10526315789474,82.0,95.58321739130432,5452.586164,5422.906277539334,12665.662980261965,273.13385507246375,43.0
2020-08-01,1737.2580000000005,6498.9375,1146.4545454545455,82.0,93.04699999999998,5488.736733,5422.684348583705,12731.715364678255,274.75416666666666,45.0
2020-09-01,1743.7745454545452,6704.9,1632.8260869565215,82.0,93.41031818181818,5353.962924,5471.926223690192,12613.752064988064,273.3065151515152,42.0
2020-10-01,1806.1018181818183,6713.811363636362,1515.65,88.0,93.39859090909091,5593.416038,5652.817451350251,12554.350651637811,271.09427450980394,42.0
2020-11-01,1935.2833333333333,7068.907142857142,1410.7727272727273,88.0,91.87,5458.076934,5648.016859187296,12364.410726450516,276.9073333333333,44.0
2020-12-01,2014.671904761905,7772.238095238095,1630.7727272727273,88.0,89.94,5679.552724,5610.469525367151,12433.493925083363,296.69565217391306,50.0
2021-01-01,2003.9755,7972.147500000001,1180.3809523809523,130.0,90.58,5751.194078,5774.081366726781,12410.606636356582,304.6333333333333,55.0
2021-02-01,2078.5935,8470.939999999999,1243.6666666666667,130.0,90.88,5220.545084,4945.597905208764,12685.553815147818,301.8053333333333,62.0
2021-03-01,2190.4826086956523,8988.247826086958,1657.5,130.0,93.23,5788.809146,5770.499046163174,12703.863914984642,315.0,66.0
2021-04-01,2319.3925,9324.8175,1499.6,148.5,91.28,5601.667066,5958.760874543742,12346.7701064409,271.85,65.0
2021-05-01,2433.5273684210533,10161.97105263158,2017.608695652174,148.5,90.03,5771.764502,6017.025727070473,12101.50888137043,274.87,68.0
2021-06-01,2446.6454545454544,9631.5,2475.05,148.5,92.44,5572.678815,5915.491869815166,11758.695826555264,283.2,73.0
2021-07-01,2497.63545454545,9450.820454545456,2965.2631578947367,185.0,92.17,5703.814713,5755.51471860215,11706.995820953114,289.41,74.0
2021-08-01,2602.991904761905,9370.138571428572,2932.0,185.0,92.63,5655.462938,5751.759199030322,11610.699559922792,302.24,71.0
2021-09-01,2840.8,9413.323333333332,3187.954545454545,185.0,94.23,5525.395086,5633.86898842,11502.225657502791,370.0,75.0
2021-10-01,2955.17,9863.93,3720.0,220.0,94.12,5693.097377,5717.49829634,11477.824738162792,478.3933333333333,84.0
2021-11-01,2641.41,9728.904545454545,4287.0,220.0,95.99,5509.252645,5824.30238245,11162.775000712792,406.8013636363636,81.0
2021-12-01,2687.73,9551.18,4800.85,220.0,95.97,5696.075035,5900.29898035,10958.551055362792,355.21130434782606,75.0
2022-01-01,3003.08,9782.3375,2780.454545454545,177.0,96.54,5648.581341,5897.78523625,10709.347160112791,351.3104761904762,86.0
2022-02-01,3260.83,9943.175,2832.111111111112,177.0,96.71,5106.030072,4991.7105832,10823.666648912793,403.22350000000006,94.0
2022-03-01,3537.85,10230.893913043476,1760.8,177.0,98.31,5653.950677,5678.2159898149,10799.40133609789,503.4278947368422,112.46
2022-04-01,3256.58,10161.0,1834.9,172.0,102.96,5681.032235,5667.02572557,10813.407845527889,392.25,105.91
2022-05-01,2826.35,9377.0,2464.086956521739,172.0,101.75,5909.014688,5759.78466838,10962.63786514789,362.1,111.95
2022-06-01,2562.93,9575.0,2220.0,172.0,104.68,5752.346565,5668.18960605,11046.794824097888,357.6,120.7
2022-07-01,2401.57,7544.0,2943.0,148.0,105.9,5945.913656,5914.37398819,11078.334491907888,337.70047619047614,104.30285714285716
2022-08-01,2432.5,7982.0,2389.45,148.0,108.8,5941.757469,5862.10440942,11157.987551487888,328.9995652173913,97.7408695652174
2022-09-01,2229.1,7746.011363636364,2076.95,148.0,112.12,5711.646117,5788.94791052,11080.685757967887,343.16772727272735,90.57090909090908
2022-10-01,2243.29,7651.082857142856,1411.0,99.0,111.53,5831.012049,5833.700346,11077.997460967888,317.65666666666664,93.59380952380953
2022-11-01,2335.27,8049.859090909091,1487.0,99.0,105.9,5640.136285,5891.54224262,10826.591503347889,310.36818181818177,90.8518181818182
2022-12-01,2394.83,8375.4005,1813.0,99.0,103.52,5851.246096,5619.75400619,11058.083593157888,322.9827272727273,81.0
2023-01-01,2489.02,9037.945714285715,1298.0,85.5,102.1,5837.558226,5335.76832947,11559.873489687889,348.08181818181816,83.90666666666665
2023-02-01,2417.28,8936.587,1453.0,85.5,104.95,5266.179838,4685.08784935,12140.965478337888,367.02350000000007,83.5375
2023-03-01,2290.11,8856.310869565217,908.809523809524,85.5,102.51,5823.365128,5908.49452897,12055.836077367889,365.5139130434784,79.20695652173913
2023-04-01,2341.0,8809.425,658.35,127.5,101.66,5685.719472,5859.93018233,11881.625367037886,356.543,83.36894736842106
2023-05-01,2267.6,8217.467,1410.0434782608695,127.5,104.33,5906.541852,6184.31421017,11603.853008867887,343.73304347826087,75.69478260869565
2023-06-01,2181.07,8396.517727272729,1480.3333333333333,127.5,102.91,5753.535177,5861.48965549,11495.898530377886,334.35227272727275,74.97863636363637
2023-07-01,2152.38,8476.679047619047,1416.05,127.5,101.86,6028.955943,6005.82160037,11519.032873007887,326.19095238095235,80.16000000000001
2023-08-01,2134.16,8349.127272727272,1081.7727272727273,127.5,103.62,6106.090874,6104.20624529,11520.91750171789,342.41913043478263,85.10434782608696
2023-09-01,2177.5,8276.71380952381,1040.190476190476,127.5,106.22,5922.02481,6004.59961089,11438.342700827889,341.0919047619048,92.58714285714284
2023-10-01,2192.45,7941.0,1149.8636363636365,97.0,106.66,6142.184699,5996.88686249,11583.640537337891,337.3,85.02
2023-11-01,2202.23,8189.0,1393.428571428571,97.0,103.5,5904.391,6010.03864486,11477.99289247789,329.0,80.86
2023-12-01,2174.29,8399.0,1867.6818181818185,97.0,101.3,6050.500727,5833.57469933,11694.91892014789,332.45,77.04
2024-01-01,2194.18,8346.0,1831.0,90.0,103.27,6001.252125,5824.98629679,11871.18474835789,366.13,80.55
